Time[sec],Pressure_sf[Pa],Temperature_sf[K]
7.107107107107107,6643995.850665234,-3315872.2472523977
7.207207207207207,6887138.354497492,-3437332.643579924
7.307307307307307,6486145.253507752,-3237020.0063166767
7.407407407407407,6816766.0642857095,-3402178.37912889
7.507507507507508,7046279.416466485,-3516831.674442596
7.6076076076076085,6571080.409696858,-3279448.1649567457
7.7077077077077085,6707415.456845078,-3347552.942671427
7.807807807807809,6919810.265015839,-3453653.852906041
7.907907907907909,6588475.015357895,-3288137.4262264306
8.008008008008009,6969005.391346503,-3478229.278170844
8.108108108108109,6555552.655464161,-3271691.475348211
8.208208208208209,6478284.169330864,-3233093.1256692377
8.308308308308309,6837260.467250159,-3412416.2791473246
8.408408408408409,6517865.620388128,-3252865.4379186467
8.508508508508509,6604126.218459633,-3295955.8012630437
8.608608608608609,7007819.543904641,-3497618.9430960678
8.70870870870871,6685823.253972272,-3336766.735887974
8.80880880880881,6925486.389217546,-3456489.3567329748
8.90890890890891,6940419.490437005,-3463949.1818791246
9.00900900900901,6469296.604893088,-3228603.532292615
9.10910910910911,7043266.549272996,-3515326.5869472297
9.20920920920921,6431303.546648158,-3209624.742860919
9.30930930930931,6468041.147130606,-3227976.3887752616
9.40940940940941,6842492.745640549,-3415030.0458874456
9.50950950950951,6454062.119005747,-3220993.3963512555
9.60960960960961,6565599.822913667,-3276710.4074558564
9.70970970970971,6772748.241228906,-3380189.492642682
9.80980980980981,6644588.373465434,-3316168.2360611996
9.90990990990991,6511273.378338162,-3249572.379714398
10.01001001001001,6465390.490559595,-3226652.2965591615
10.11011011011011,6876172.802883122,-3431854.824731788
10.21021021021021,6807250.161072218,-3397424.7511045816
10.31031031031031,6938191.631104868,-3462836.2551209303
10.41041041041041,6928343.506775982,-3457916.6281834543
10.51051051051051,6681067.252171368,-3334390.9165773485
10.61061061061061,6806660.946357581,-3397130.41155826
10.710710710710712,6924607.396339021,-3456050.2563941083
10.810810810810812,6968981.054044262,-3478217.120452204
10.910910910910912,6813683.247061052,-3400638.370874221
11.011011011011012,6572557.69067316,-3280186.122081697
11.111111111111112,6749764.982682959,-3368708.345011885
11.211211211211213,6442452.915739244,-3215194.2161317565
11.311311311311313,6516572.500071416,-3252219.4784345985
11.411411411411413,7050692.094729432,-3519036.0425785603
11.511511511511513,6854487.223946289,-3421021.8498435384
11.611611611611613,7018166.174889659,-3502787.625415002
11.711711711711713,6954745.434297386,-3471105.7085895985
11.811811811811813,6507430.635683971,-3247652.7944788174
11.911911911911913,6494313.52254288,-3241100.338666157
12.012012012012013,6576561.27825175,-3282186.064270495
12.112112112112113,6624570.654999106,-3306168.5927604
12.212212212212213,6827972.857794356,-3407776.68790704
12.312312312312313,6885172.545933781,-3436350.627648039
12.412412412412413,6659510.498674647,-3323622.43771518
12.512512512512513,6924694.958396801,-3456093.997963797
12.612612612612613,6781255.306432791,-3384439.150061207
12.712712712712714,6470088.56342177,-3228999.1423312766
12.812812812812814,6828496.483733965,-3408038.2632485162
12.912912912912914,6632360.059966889,-3310059.7074371786
13.013013013013014,6785420.824503178,-3386520.012484039
13.113113113113114,6601576.653573787,-3294682.195427555
13.213213213213214,6817337.776038074,-3402463.975342055
13.313313313313314,6995711.94394635,-3491570.569189455
13.413413413413414,6802916.713375216,-3395259.9971739384
13.513513513513514,6935917.967096106,-3461700.4468101906
13.613613613613614,6546801.80277421,-3267320.1033603847
13.713713713713714,6971417.443407097,-3479434.2207857957
13.813813813813814,6897141.983382246,-3442329.939339779
13.913913913913914,6783957.8344678,-3385789.183517628
14.014014014014014,6682650.0874532005,-3335181.60808161
14.114114114114114,6832579.732924606,-3410078.035124177
14.214214214214214,6481711.072252141,-3234804.9807153805
14.314314314314315,6938931.719923504,-3463205.9663491193
14.414414414414415,6413866.226255584,-3200914.2420266266
14.514514514514515,6903805.400857052,-3445658.640000775
14.614614614614615,6888269.005360584,-3437897.4581271526
14.714714714714715,7037497.02623304,-3512444.403962633
14.814814814814815,6496913.00462444,-3242398.870200927
14.914914914914915,6661294.69883139,-3324513.7179620285
15.015015015015017,6794666.260340313,-3391138.5229191785
15.115115115115117,7020966.298839825,-3504186.4340948192
15.215215215215217,6423761.632321481,-3205857.313390311
15.315315315315317,6965017.620784697,-3476237.1844780985
15.415415415415417,6716751.796054081,-3352216.838819809
15.515515515515517,6453029.868725909,-3220477.7530671298
15.615615615615617,6933034.564730235,-3460260.044090615
15.715715715715717,6741747.952547915,-3364703.490352278
15.815815815815817,6536897.582257501,-3262372.5850962414
15.915915915915917,7047517.501325035,-3517450.163798581
16.016016016016017,6739493.522582951,-3363577.3050872725
16.116116116116117,6460775.604826678,-3224347.0063374867
16.216216216216218,6732718.3445714135,-3360192.8117008326
16.316316316316318,6952693.576813835,-3470080.7025677273
16.416416416416418,6642848.556816596,-3315299.128177462
16.516516516516518,6767907.677997847,-3377771.4171126056
16.616616616616618,7034977.943136581,-3511185.9885833045
16.716716716716718,6801407.105652373,-3394505.8797040326
16.816816816816818,6415620.553594234,-3201790.5843005474
16.916916916916918,6415900.908494105,-3201930.6304956353
17.017017017017018,6558882.964647886,-3273355.0876856176
17.117117117117118,6538580.464200601,-3263213.2455709646
17.217217217217218,6999335.993274715,-3493380.969228435
17.31731731731732,6777233.510377736,-3382430.0837604073
17.41741741741742,6716097.2470168285,-3351889.8638064046
17.51751751751752,6876920.302217946,-3432228.2363679153
17.61761761761762,6457570.273138632,-3222745.836094662
17.71771771771772,7006136.33212931,-3496778.0912662535
17.81781781781782,6483318.555285099,-3235607.9735351577
17.91791791791792,6689479.208186394,-3338593.036527205
18.01801801801802,6871912.367115332,-3429726.533836725
18.11811811811812,6769320.374631531,-3378477.1215118174
18.21821821821822,6937008.940405238,-3462245.4422444017
18.31831831831832,6839399.518022759,-3413484.834521089
18.41841841841842,6710874.365816055,-3349280.8135885037
18.51851851851852,6830289.03902552,-3408933.7274781335
18.61861861861862,6776541.307956047,-3382084.297867923
18.71871871871872,6790525.389840271,-3389069.9717739164
18.81881881881882,7018160.865719248,-3502784.973206343
18.91891891891892,7004898.056062829,-3496159.5080230543
19.01901901901902,6985066.833193288,-3486252.788344953
19.11911911911912,6545517.63336281,-3266678.6138510946
19.21921921921922,6938197.175825723,-3462839.02498511
19.31931931931932,6508700.996240511,-3248287.384240211
19.41941941941942,6469383.86472283,-3228647.1215242352
19.51951951951952,6438135.418011824,-3213037.4847541493
19.61961961961962,6927799.636242075,-3457644.937947272
19.71971971971972,6770025.333860261,-3378829.2798256543
19.81981981981982,6830953.360970704,-3409265.5870253732
19.91991991991992,6762076.653662242,-3374858.563480492
20.02002002002002,6562158.400413154,-3274991.289107355
20.12012012012012,6554110.06982706,-3270970.850707585
20.22022022022022,6655740.595295183,-3321739.218639457
20.32032032032032,6994687.467224802,-3491058.790167676
20.42042042042042,6578659.644659651,-3283234.2772358833
20.52052052052052,6416195.382860954,-3202077.729816934
20.62062062062062,6869848.148777094,-3428695.3585253465
20.72072072072072,6981477.607577709,-3484459.7861922756
20.82082082082082,6681339.190510032,-3334526.760986964
20.92092092092092,6751086.945316154,-3369368.722956874
21.02102102102102,6900174.059137599,-3443844.6082629305
21.12112112112112,6738366.526916991,-3363014.3220774247
21.22122122122122,6678691.043972795,-3333203.9027415523
21.32132132132132,6951687.378392888,-3469578.0558942403
21.421421421421424,6931522.370402911,-3459504.628011277
21.521521521521525,6948926.734700577,-3468198.975813737
21.621621621621625,6981388.378700951,-3484415.211800384
21.721721721721725,6426250.981428784,-3207100.8233345123
21.821821821821825,6754600.4063039,-3371123.850120185
21.921921921921925,6529660.328439805,-3258757.315868909
22.022022022022025,6409095.430061945,-3198531.0782374856
22.122122122122125,6401153.109646039,-3194563.639502983
22.222222222222225,6449503.1009308575,-3218716.0157603105
22.322322322322325,6696031.432038063,-3341866.1450228263
22.422422422422425,6682898.171948124,-3335305.536526386
22.522522522522525,6400036.8443660885,-3194006.030088053
22.622622622622625,6796484.474094783,-3392046.802686734
22.722722722722725,6817425.850494668,-3402507.9725692053
22.822822822822825,6568334.78799378,-3278076.624383747
22.922922922922925,6946974.501617852,-3467223.7375555974
23.023023023023026,6594374.015420921,-3291084.20154942
23.123123123123126,6797953.338797233,-3392780.5669287676
23.223223223223226,6786827.874251559,-3387222.8968424606
23.323323323323326,6697761.81525535,-3342730.5436979495
23.423423423423426,6593451.607993262,-3290623.4238089826
23.523523523523526,6712054.936295967,-3349870.5584294475
23.623623623623626,6468386.994089837,-3228149.1509962166
23.723723723723726,6593982.570260911,-3290888.6597375455
23.823823823823826,6554332.591632785,-3271082.00853783
23.923923923923926,6744601.398547092,-3366128.9102788996
24.024024024024026,6512932.848238639,-3250401.343512571
24.124124124124126,6846650.315955823,-3417106.9465380856
24.224224224224226,6875684.398088622,-3431610.8432090073
24.324324324324326,6791937.518711924,-3389775.393623613
24.424424424424426,6869533.777337969,-3428538.31504055
24.524524524524526,6506621.694624738,-3247248.700008977
24.624624624624627,6986223.020851629,-3486830.3634262187
24.724724724724727,6627713.98835676,-3307738.811363264
24.824824824824827,6657390.912317044,-3322563.618619017
24.924924924924927,6679161.9280797895,-3333439.1287262887
25.025025025025027,6996765.800007148,-3492097.024743299
25.125125125125127,6900510.3192862505,-3444012.586537398
25.225225225225227,6475855.122525588,-3231879.7340879496
25.325325325325327,6972547.435541962,-3479998.709361979
25.425425425425427,6908934.4649393335,-3448220.8576095523
25.525525525525527,6673474.953366097,-3330598.2513908255
25.625625625625627,6420932.513173018,-3204444.0776564935
25.725725725725727,6619427.615777031,-3303599.443194213
25.825825825825827,6882404.873060836,-3434968.042139449
25.925925925925927,6527261.582543558,-3257559.0562154343
26.026026026026027,6609153.460200052,-3298467.1027594837
26.126126126126128,6685706.1930673495,-3336708.259122324
26.226226226226228,6548644.579315972,-3268240.6376294363
26.326326326326328,6523048.298369729,-3255454.370073452
26.426426426426428,6659892.595066864,-3323813.310330566
26.526526526526528,6439167.868941465,-3213553.2277123947
26.626626626626628,6477748.94384906,-3232825.7622999605
26.726726726726728,6556099.707327583,-3271964.747915245
26.826826826826828,6589954.84490038,-3288876.6573597644
26.926926926926928,6609160.774184126,-3298470.756377776
27.027027027027028,6892493.859780703,-3440007.976708726
27.127127127127128,6849954.753567425,-3418757.6679454655
27.227227227227228,6480191.991056751,-3234046.1477259262
27.32732732732733,6813004.922671818,-3400299.516848321
27.42742742742743,6944924.589896674,-3466199.7040553624
27.52752752752753,6514640.67868068,-3251254.4652110594
27.62762762762763,6512113.416702891,-3249992.008520475
27.72772772772773,6687787.953551159,-3337748.1846913313
27.82782782782783,6962109.658652852,-3474784.510197517
27.92792792792793,6924066.0415728055,-3455779.822974107
28.02802802802803,6668249.124976822,-3327987.7365563996
28.12812812812813,6426280.3783326745,-3207115.5080348477
28.22822822822823,6708504.145644432,-3348096.7886002045
28.32832832832833,6465272.018765943,-3226593.115914698
28.42842842842843,6751998.961977491,-3369824.315058351
28.52852852852853,6952965.39952469,-3470216.4916767124
28.62862862862863,6753628.80582203,-3370638.493217077
28.72872872872873,6512328.839352436,-3250099.619739717
28.82882882882883,6801858.145811632,-3394731.1946958248
28.92892892892893,6930318.636584255,-3458903.3033104013
29.02902902902903,6642896.638576326,-3315323.1469348543
29.12912912912913,6962465.1771099735,-3474962.1096479017
29.22922922922923,6763420.4969121,-3375529.872306103
29.32932932932933,6607782.4445203515,-3297782.2273654267
29.42942942942943,7000337.457037651,-3493881.2522378527
29.52952952952953,6664102.872801022,-3325916.514826565
29.62962962962963,6716821.501371548,-3352251.6595839974
29.72972972972973,6962568.171577586,-3475013.5605943864
29.82982982982983,6965957.560137354,-3476706.7318211026
29.929929929929934,6883391.491878576,-3435460.905589248
30.030030030030034,6904159.16021239,-3445835.3600209234
30.130130130130134,6483260.707583344,-3235579.07662565
30.230230230230234,6964522.34571905,-3475989.769493613
30.330330330330334,6444548.329781602,-3216240.9442487303
30.430430430430434,6843170.0987125235,-3415368.4153597434
30.530530530530534,6694042.289958201,-3340872.485617075
30.630630630630634,6739788.821943765,-3363724.8198790313
30.730730730730734,6480257.7532365415,-3234078.998181205
30.830830830830834,6839675.798879274,-3413622.8496731096
30.930930930930934,6806749.82779428,-3397174.811877307
31.031031031031034,6502093.607675378,-3244986.7619789904
31.131131131131134,6512301.455183119,-3250085.9403802147
31.231231231231234,7005351.5022074375,-3496386.0279302825
31.331331331331334,6673786.372376411,-3330753.8179423106
31.431431431431434,6479357.801092715,-3233629.4413559744
31.531531531531535,6751360.02279585,-3369505.137065767
31.631631631631635,6840757.274050643,-3414163.0969011965
31.731731731731735,6782374.732669327,-3384998.3534335163
31.831831831831835,6514206.7103577275,-3251037.6826778
31.931931931931935,6480664.349810909,-3234282.1070631254
32.032032032032035,6812852.447349097,-3400223.3484599483
32.132132132132135,6911101.171310382,-3449303.2333513633
32.232232232232235,6878582.208561038,-3433058.4380643633
32.332332332332335,6556288.488062388,-3272059.0508521297
32.432432432432435,6476354.788710814,-3232129.3343423265
32.532532532532535,6859149.622739724,-3423350.9377971715
32.632632632632635,6519107.484820899,-3253485.7933259597
32.732732732732735,6854110.281708045,-3420833.549460206
32.832832832832835,7016535.443714384,-3501972.9898344246
32.932932932932935,6713382.165399731,-3350533.565506962
33.033033033033036,6895414.292952131,-3441466.8742957576
33.133133133133136,6772027.576132915,-3379829.488487659
33.233233233233236,6992272.9505765345,-3489852.614560179
33.333333333333336,6552667.66706246,-3270250.317492031
33.433433433433436,6715022.945034769,-3351353.204420654
33.533533533533536,6716516.502063322,-3352099.299487378
33.633633633633636,6768689.3849082645,-3378161.914251688
33.733733733733736,7036356.622905085,-3511874.7120967857
33.833833833833836,6872478.117580471,-3430009.1531468034
33.933933933933936,6872831.860773014,-3430185.8647294003
34.034034034034036,6882226.819141055,-3434879.0956646646
34.134134134134136,6541771.985248209,-3264807.5261882916
34.234234234234236,6408609.092813977,-3198288.1374265966
34.334334334334336,6412036.546867921,-3200000.259128545
34.434434434434436,6641866.575698266,-3314808.589446455
34.53453453453454,7013957.189927678,-3500685.0172856916
34.63463463463464,6400910.005404411,-3194442.201328103
34.73473473473474,6622239.656976652,-3305004.167819023
34.83483483483484,6725584.218413116,-3356629.0099305725
34.93493493493494,6541360.737578153,-3264602.093028307
35.03503503503504,6612169.497700298,-3299973.7304505734
35.13513513513514,6951229.017334793,-3469349.0815235926
35.23523523523524,6870611.753869133,-3429076.8155980897
35.33533533533534,6763123.300748334,-3375381.4097419297
35.43543543543544,6633482.833856387,-3310620.577405004
35.53553553553554,6538713.017472211,-3263279.460734706
35.63563563563564,6613048.813953884,-3300412.9830782106
35.73573573573574,6478796.888940949,-3233349.2465982246
35.83583583583584,6437792.574385941,-3212866.2231746223
35.93593593593594,6812498.771435487,-3400046.671189095
36.03603603603604,7037470.498281874,-3512431.151845455
36.13613613613614,6871485.361522831,-3429513.2242074073
36.23623623623624,6888660.869467114,-3438093.213126501
36.33633633633634,6705633.446931579,-3346662.7537193405
36.43643643643644,6763093.715370724,-3375366.630543847
36.53653653653654,6464221.835567225,-3226068.5141173713
36.63663663663664,6613459.426998206,-3300618.100254249
36.73673673673674,6415283.401534434,-3201622.166120241
36.83683683683684,6712877.358708541,-3350281.393204924
36.93693693693694,7017334.734597029,-3502372.2774575613
37.03703703703704,6588078.520678518,-3287939.3620687127
37.13713713713714,6445914.466432883,-3216923.374448772
37.23723723723724,6768684.604593737,-3378159.5262733153
37.33733733733734,6763629.131039737,-3375634.094237163
37.43743743743744,7029027.488620021,-3508213.422306885
37.53753753753754,6479779.728958787,-3233840.2087284247
37.63763763763764,6847279.758611823,-3417421.3826077157
37.73773773773774,6592126.39204509,-3289961.4278798844
37.83783783783784,6659692.530765649,-3323713.3701127674
37.93793793793794,6873940.884980638,-3430739.875199255
38.03803803803804,6704456.83668082,-3346074.9874379653
38.13813813813814,6734337.180852398,-3361001.4900437864
38.23823823823824,6401623.508702283,-3194798.6185554527
38.33833833833834,6607778.775372677,-3297780.394484245
38.43843843843844,6881905.456363431,-3434718.559543007
38.53853853853854,7034143.586740791,-3510769.183433126
38.63863863863864,7009489.664513558,-3498453.2552968552
38.73873873873874,6723709.108597257,-3355692.3125011697
38.83883883883884,6550568.368986585,-3269201.641047016
38.93893893893894,6544901.697442613,-3266370.931390285
39.03903903903904,6808562.271212324,-3398080.2098334692
39.13913913913914,6492013.9181659985,-3239951.606656241
39.23923923923924,7008421.97626211,-3497919.889414638
39.33933933933934,6445246.012831413,-3216589.4598758146
39.43943943943944,6871248.620702068,-3429394.9608953944
39.53953953953954,6494737.655246762,-3241312.207658012
39.63963963963964,6724212.325839118,-3355943.6909915856
39.73973973973974,6601927.74522737,-3294857.5792143685
39.83983983983984,6829392.461325875,-3408485.845459204
39.93993993993994,6613136.076788078,-3300456.5742552774
40.04004004004004,6841814.181455331,-3414691.071422798
40.14014014014014,6477596.767590468,-3232749.745074328
40.24024024024024,6505563.579354291,-3246720.1343046967
40.34034034034034,6557559.1040049065,-3272693.7703924314
40.44044044044044,6520219.166958216,-3254041.118097949
40.54054054054054,6440110.177949077,-3214023.941870398
40.64064064064064,6812307.183818133,-3399950.9644263643
40.74074074074074,6558865.755101231,-3273346.4908809634
40.84084084084084,6788737.78653009,-3388176.9836596027
40.94094094094094,6589627.331365868,-3288713.051887555
41.04104104104104,6788043.708746309,-3387830.260672354
41.14114114114114,6797599.750564556,-3392603.9336344968
41.24124124124124,6962466.568514331,-3474962.80472476
41.34134134134134,6528156.677966512,-3258006.1884755176
41.44144144144144,6894297.662617887,-3440909.063416019
41.54154154154154,6617028.323780445,-3302400.9031663765
41.64164164164164,6672695.082045154,-3330208.673736845
41.74174174174174,6618022.016991368,-3302897.2916976693
41.84184184184184,6511159.447687901,-3249515.467336199
41.94194194194194,6523746.755627432,-3255803.274411829
42.04204204204204,6635539.182279329,-3311647.8048921754
42.14214214214214,7003737.244705555,-3495579.622472151
42.24224224224224,6700252.939437138,-3343974.9644320416
42.34234234234234,6750866.799222138,-3369258.7503850833
42.44244244244244,6622403.0382027775,-3305085.783143644
42.54254254254254,6802196.255708427,-3394900.0959102027
42.64264264264264,6969444.878842103,-3478448.8245011866
42.74274274274275,7038876.822764288,-3513133.6854686397
42.84284284284285,6996627.158648869,-3492027.7662193743
42.94294294294295,6849843.384564262,-3418702.033904614
43.04304304304305,6661432.4359406615,-3324582.5232316805
43.14314314314315,6753225.660844484,-3370437.104691278
43.24324324324325,6681978.80432989,-3334846.2744652363
43.34334334334335,6853361.497803097,-3420459.496682939
43.44344344344345,6994789.317160313,-3491109.66946803
43.54354354354355,6842951.267473452,-3415259.09894106
43.64364364364365,6401154.819543446,-3194564.4936502445
43.74374374374375,6767446.207664243,-3377540.892301975
43.84384384384385,6776746.938876892,-3382187.019655792
43.94394394394395,6790735.884666077,-3389175.123397376
44.04404404404405,7028191.062341519,-3507795.5832991106
44.14414414414415,6771287.659844757,-3379459.8675271254
44.24424424424425,6682000.172871897,-3334856.9489333695
44.34434434434435,6445540.005995433,-3216736.3191346577
44.44444444444445,7003766.607682152,-3495594.2908031736
44.54454454454455,6853269.627660099,-3420413.6032269583
44.64464464464465,6805669.989109913,-3396635.383372349
44.74474474474475,6643939.153199829,-3315843.9246041146
44.84484484484485,6648702.85810718,-3318223.585840323
44.94494494494495,6819983.085636957,-3403785.42882274
45.04504504504505,6855440.606952919,-3421498.109533468
45.14514514514515,6825064.055075222,-3406323.6067662803
45.24524524524525,6821381.619955111,-3404484.0609572954
45.34534534534535,6938172.192631024,-3462826.544635269
45.44544544544545,6921798.441342042,-3454647.0448630485
45.54554554554555,6614973.146666921,-3301374.262117349
45.64564564564565,6934141.151134259,-3460812.838939029
45.74574574574575,6855527.69050565,-3421541.611868794
45.84584584584585,6968243.258314644,-3477848.5540192667
45.94594594594595,6700667.259447283,-3344181.9346289556
46.04604604604605,6502254.0192304915,-3245066.893156751
46.14614614614615,6832381.54935021,-3409979.0332473386
46.24624624624625,6940742.7720258515,-3464110.677156347
46.34634634634635,6445561.676851669,-3216747.1444405196
46.44644644644645,6519441.221323344,-3253652.506575875
46.54654654654655,6474134.679589938,-3231020.3143938836
46.64664664664665,6430375.779522117,-3209161.2931447197
46.74674674674675,6723782.055844139,-3355728.7527639577
46.84684684684685,6755719.085204119,-3371682.679160599
46.94694694694695,6591212.420941463,-3289504.8644773355
47.04704704704705,6624066.061833204,-3305916.528666254
47.14714714714715,7039413.700955801,-3513401.8845998514
47.24724724724725,6569340.355143801,-3278578.942696208
47.34734734734735,6520305.918155256,-3254084.4534086073
47.44744744744745,6960134.569837934,-3473797.8535147174
47.54754754754755,6726436.2482578205,-3357054.6352633513
47.64764764764765,6403325.714100906,-3195648.9235001723
47.74774774774775,6466062.018169894,-3226987.7471897355
47.84784784784785,6626665.920030097,-3307215.2599875997
47.94794794794795,6477762.616368554,-3232832.592189295
48.04804804804805,6879434.680757359,-3433484.2887298022
48.14814814814815,6831084.567392355,-3409331.130705137
48.24824824824825,7043152.222006567,-3515269.4743992975
48.34834834834835,6628283.877993848,-3308023.493680891
48.44844844844845,6675693.834385999,-3331706.6734191882
48.54854854854855,6779532.91952488,-3383578.7410017294
48.64864864864865,7050351.470272171,-3518865.882473489
48.74874874874875,6591471.070597274,-3289634.0698359543
48.84884884884885,6881205.401867499,-3434368.8487557694
48.94894894894895,6475612.756534352,-3231758.664035109
49.04904904904905,6566982.042874125,-3277400.877777283
49.14914914914915,7009789.217569089,-3498602.8976540724
49.24924924924925,6509458.6972789,-3248665.8825756153
49.34934934934935,6726238.161152295,-3356955.682283466
49.44944944944945,6815401.809731666,-3401496.8715200936
49.54954954954955,6439328.53276655,-3213633.484543634
49.64964964964965,6503304.51661691,-3245591.653336257
49.74974974974975,6463335.8829448875,-3225625.9510425683
49.84984984984985,6931431.425824875,-3459459.1966855843
49.94994994994995,6939327.73912767,-3463403.7976743234
50.050050050050054,6466939.103124015,-3227425.8806526945
50.150150150150154,6980422.399045051,-3483932.6555266194
50.250250250250254,6916220.182247046,-3451860.4301419635
50.350350350350354,6972839.6009909,-3480144.6608785894
50.450450450450454,6982765.030795026,-3485102.9200257016
50.550550550550554,6531985.550218452,-3259918.8477824205
50.650650650650654,6620610.278551241,-3304190.229498376
50.750750750750754,6852290.611400263,-3419924.538591079
50.850850850850854,6606195.410745862,-3296989.442654471
50.950950950950954,7017281.476185896,-3502345.6720935297
51.051051051051054,6679395.892794665,-3333556.003730066
51.151151151151154,6904668.152078541,-3446089.626244624
51.251251251251254,6632039.294954489,-3309899.472634032
51.351351351351354,6962219.384768468,-3474839.3239414487
51.451451451451454,6466418.336520247,-3227165.7401983812
51.551551551551555,6681564.393541159,-3334639.259185931
51.651651651651655,6672348.68842339,-3330035.6359475795
51.751751751751755,6923791.7865424305,-3455642.8190563894
51.851851851851855,6808908.869908811,-3398253.3516656053
51.951951951951955,6491393.308425338,-3239641.590634683
52.052052052052055,6516785.3827477,-3252325.82088136
52.152152152152155,6533202.731471535,-3260526.873675272
52.252252252252255,6695645.2314086165,-3341673.22169527
52.352352352352355,6676446.356384869,-3332082.5890443088
52.452452452452455,6878218.591681855,-3432876.7940360433
52.552552552552555,6746040.200566623,-3366847.654340635
52.652652652652655,6402138.37492998,-3195055.8103612075
52.752752752752755,6854640.895375873,-3421098.6159542827
52.852852852852855,6715511.105385961,-3351597.0612070668
52.952952952952955,6538196.002077058,-3263021.1928084316
53.053053053053056,7025085.460534279,-3506244.1717185844
53.153153153153156,6774859.482355076,-3381244.1512550786
53.253253253253256,6396717.789240477,-3192348.0585296666
53.353353353353356,6885741.341984722,-3436634.768621224
53.453453453453456,6551269.23768711,-3269551.750671447
53.553553553553556,6650206.130549541,-3318974.5307465238
53.653653653653656,6398084.966064556,-3193031.0059474036
53.753753753753756,6641786.1966054905,-3314768.4368854924
53.853853853853856,6900633.5456879735,-3444074.14411038
53.953953953953956,6929419.650897811,-3458454.215435955
54.054054054054056,6491815.969479685,-3239852.724442325
54.154154154154156,6583333.391775004,-3285568.9903114885
